bathrooms,carouselPhotos,has3DModel,propertyType,lotAreaValue,address,detailUrl,variableData,priceChange,zestimate,daysOnZillow,datePriceChanged,price,bedrooms,longitude,hasVideo,latitude,listingStatus,zpid,listingSubType,rentZestimate,contingentListingType,imgSrc,lotAreaUnit,country,currency,livingArea,hasImage,newConstructionType,unit
9,"[{'url': 'https://photos.zillowstatic.com/fp/60548974d34264ed51f6d6058180aa89-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/fe479f946ec8c22b8f13fb7aa772fe27-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/5b1da931ca2e3551f9e65ca1b1e57c77-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/82056be87b972439af3602c0d1080d6c-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/41407f26b064bd3562378f1d80277b52-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/f9550d497d4f01bd1aa5f703106bc934-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/8b65603e793e9ab9b16f06b883a2d8f4-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/6e0017fa17fc7447a627207bd4b45237-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/518eb3da267881a69f9953d8e62da147-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/c9d3916b0842f359286d7b197021bfa9-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/ef0c8b5841ee89d4e7ae5e139d5e92cb-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/791d2613b48a5cb8cacfcc6b04f448a7-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/ca41776efa7d81dddfc690f81ec5a2c4-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/6d517b9ca99752273e483eaa3b755127-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/7c63a3dcb69707f3d465ef25a1ad63f8-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/4bdba73c8eab63ac00e4a0f844a35505-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/f93c9cc955359a93b35957003a883629-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/95704440d3789bdacc030a0647fed5e7-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/c61a1020c0b64d4b08b0ad13c33ac815-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/19b817459a32c57369fc4bf44ac07907-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/236542fa1c6e75da7ed2fe8061028762-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/4a29b2d784ca0a2c2e305201bd0c746e-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/8c9fb30cb11fea04c5bb1ae1b88b7ea6-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/f8976537dfc7b1b5f2052a6993287862-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/39e46e0138599bd38ccf4fcd02b559eb-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/b0594f407924efc05ed5cf6d4e94c638-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/d9fe9ff056ed315d1c5acd1a2a14cb00-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/f552c4ce9074420cef572b9edaa3d4f8-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/c3fd0b5a6568affd5554bce6df91dba3-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/6bc1200afcd79dafb795cf5a06b2ba09-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/dbfa9debf2cd9107d3f93cce4241eabf-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/aeb97688477f6b0908dc107d82728158-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/9ebd1d48e8139ce157f908b3e3e5c8ef-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/7e7e52896a8c9430501c4309c1f45338-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/8221eafac5d942213711a318ae55906b-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/038736b1d70d0b929c243a32758cb1f8-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/530d30247f0aa56f05e8c0f562590403-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/a7528a32f56ec5d5e1bcd5ade7a8ce5a-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/416c41880d4c930873d537e3236e7d91-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/d56d1042758c108749370834de2229fc-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/95e468ecdb0ca0b7b87853992e48865a-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/ceff96704e45b3cddc6a1a5fe5f2a673-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/450ec44cc42b5e713329717400872f27-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/1f478fe55a36703e95364068f38d5356-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/c8793d5d4563834d9c7e32022d646d07-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/8ba2c8ebdfa1916f9c9c75c2cf6ef662-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/46df128e21a11ea9d758dcbc57e868f8-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/e705101199353ea50c5be20f4275f996-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/23cb922426948614b8de884012a81139-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/e7c23856c7b1249fad66610becc41938-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/73c8a7d17987dd6202ae4efcdd8ccd41-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/38492f3d523bfc0d5e53017749a1b559-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/aade6eac5dea3838473442cce41a0898-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/7b5d0b5afe4e2a3d0fae1786084a446e-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/26b6e82623493dd05bcab72694331791-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/f53a4e90307f348a22a00cbb31015bba-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/c4471256992deb2fe8a937255a302116-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/1c4e892b4bcb34cd0f27679135424d38-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/783f21826f2e52fa2c15cda0ac30ca55-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/a9289de93e3f38a9be699176300ad679-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/6d40f587eeb94c429fc8b99a97e1c72f-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/f9b9055bdfb6359c48016b9eb329dd9c-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/a15ead6bce8c066522fe75bc444034b8-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/dae711abab9247db57d982e5f935639c-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/6bb4cfe3a8eccfd4b9d2eaa405f073b4-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/ef5ca0ac76f2836428ae4fe1749fdb5b-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/ccc4ecd15c9b122cb7c743925b444d03-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/26526915f5d3c14c85e8d507aa90045c-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/f6bc9442d6c6620bb803af730c756494-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/3d89ec919cc26dc06d6f01551bf419e7-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/2f13021644b71e5e8998f75291c1755b-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/9a9422fd856358aaa4bd93fa9d10b2eb-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/3be37ef7bb2a41ba680ac821cec9718a-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/1ef8dda8a12490a6f13516af51f228ca-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/e3f52ea024f515705131556d108e67b1-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/d4746ae2bdffdf3b5841a5e1f8baeb52-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/251c1c41c7837a9e12058d0f4761ba5d-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/f25d0a3fd6135fe06c071c75b75c6211-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/1ecc3fd985cbfec6c3e4ae8299785637-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/c00cebffce1325999dfa6c08f9ce5367-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/5f941dd3693db6a8c531eb61f67c62f1-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/9becaa1db470fa92a04d01b8ce533827-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/198ce380381545e646eb73af72c5c14d-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/abc98e08c310d725e5a3bbecef5a0db1-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/270d8fc9e670bb341f736dbc28625e63-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/8955afc9ccc299a5050a8fcac6a7c7b5-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/249569145827ba968b41e31ecc387150-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/aa59cbe7fa9dc8d13b0abba101283a2a-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/ba66f2583b86153c5a239bbf5957910d-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/5e5646d23f8e5d5e7bab4ed0f4f14733-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/df5ffbeacdc6d49ad14388a875ef7fc1-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/f05aa46fbad471a2aa4c8e999a1d43f5-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/c0d38f9f21dc4088c6a7a0aaaf2570ac-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/b24479c1e80c0fbc0958ee7e1609224b-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/e74c5e53d44309491f36db743f65167b-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/6bbbd68aff4b2bc63d7ccde46d7210c0-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/28581281361cb679f2e45ed44a0c8113-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/f70feb0300c125bf5a15c74012043bdc-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/e4b1eb9b3b33598df4955cbfd4cb75b6-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/8ca8c3a7cd3beab67910ffef9ff91667-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/96f8fef7c6798c5d83191928e3af17ae-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/a60b97fdf89c817f46df04cd7c85e12e-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/32e92e61ade78f035b91cb7b3761dbd2-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/d0c69752a58b407f749df7c44a03dff1-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/f94f789bda47929c57bae3ba7f77e396-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/70c5f053223d2c6e51e369989ab1aefe-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/bb12c5350d1d34175bb7ac48ad836fc2-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/e9c164360d14a54ff006a389b884a21c-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/b1b9d0d6ade82c90a6a3b6628c0f410c-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/85c2af0c79fae46428f5bf0760bbb5b1-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/68246179e9d10e4f99fecec787f43583-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/4555719a4c637cc569698b6b184925c9-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/90db05479f2f497ee791b0515e37860d-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/e5f2e112e72d7b222d7d5b8a8faaaec2-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/d5161b3eec2129824464f70311207303-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/c6fe028bddea71383bb4862532ab5586-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/1f6959efa0794c6ef6c38a485745d5b0-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/14207f72e6627f5767b61c177eec0196-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/39f1eab1281d6619b0867558f4f8c24d-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/4a7fe23cdc45e3e21521611135410cab-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/d81bc78e7cfc26a7ade4dfe91295e9ef-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/ff18469735c6a4ee2f74c9949fb8f5e2-p_e.jpg'}]",False,SINGLE_FAMILY,0.6263,"14 Lake Forrest Ln NE, Atlanta, GA 30342",/homedetails/14-Lake-Forrest-Ln-NE-Atlanta-GA-30342/35941735_zpid/,,,7264500.0,14,,7495000,7,-84.387115,False,33.873573,FOR_SALE,35941735,{'is_FSBA': True},10453.0,,https://photos.zillowstatic.com/fp/60548974d34264ed51f6d6058180aa89-p_e.jpg,acres,USA,USD,11024.0,True,,
5,"[{'url': 'https://photos.zillowstatic.com/fp/b42257bdb5da9b7ff90e66a6b8e713e2-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/90a64924e4d8a3864f020fe8be631b70-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/8b071b9775a285cc3bd46e20e1501e8a-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/310a94a2c6b06c9fcd7a3421c23546e2-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/77689e0c71fb0702224a7f92feb49f9a-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/c41f345ec1356d84b97177498d3f3306-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/fd66508ecdaa948efeed92243d94405f-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/b3d04a612ddff2809b30414788def20c-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/cd50d3e6dbfc1f45dd84e31ddbbe9c3f-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/1d341a87045211f6f7055fb7faecc591-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/ac0620f3dc5471a0e75ef41995d43a78-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/7b4b66713c800a4fd293ea545114f183-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/265ee4b3f40023fc31224044b13915d3-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/2ef3800fa9a89da593a629968cd621b5-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/bfe4c6f708857a6c0529abbc3d93bf6d-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/41353e5d0791473891746bff256a5377-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/cc1d1a9e0662b00a6fa07683e8fc3389-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/4d77bee7e6b56ea5fb4c5eb968cddf01-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/15a88e53604efa70c5d5ce80f410de93-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/af2ac1cc78da35c79e35ee0ae3849211-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/96e7ae1da65d977b48b7376cd83109ac-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/ebeceee5c9d0132649283f543b2f7fe9-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/979514f0699a002c245ea52b48bfc23c-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/557fae5f82f84cd65816d1362bbcaf92-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/3d818c5ac81a8a64e9b6fc9f53a2fdc9-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/e7a772eb5f62e9684ddaebf40876f743-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/58bf7b9f2d960c4bdd0776d5ddfcd07c-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/0f8a6a0118803ffc0ef8528dd31e0c71-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/d8218e2a27b064b6af4b3f04cbbc34bd-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/651b0c039e04324736484dc39f04b226-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/a7be7e34dc48e0f4f4180d3254bc3759-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/38331be34e4a9912b02173568f3e2df1-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/3f04c6c1a1a76147f25a177f1900cd26-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/e8c0231a10b63957d58c9ec58ee5673b-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/4994e96c9e92bc8a05356ae4d6c04677-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/0caaaf1c70b1155ea14a25e893bc00ce-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/da81308c662bb65cf775c116132757d0-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/e7141d3bc335f1177baa52e94f86dc4c-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/c4881c444eb9143b7804879a06606da0-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/88b0369941501af862c7d58037b4204a-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/193068be5b4199cda0e6b36f78dc1bae-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/837657b2bce8ed6ee00d40bdc4e1de45-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/3f559ccd79b8cfa52ab909f761d8cb38-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/d36bbba6f802605010beb872219138bc-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/123e07e565749048364f1d4b84e8a83b-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/23ce4820b838d9ec6b505023dbbcb3b7-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/33962c233e85b37ab59e2c54d5070aad-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/3686019d8adb649f054920937909c837-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/90496b708c9cb75e41aa23e38885c983-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/98157cf8e2c3fdb8a6ebad122cbceffd-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/ef186d03dd17d2e09d5e43ba9e2b4c6f-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/32554ad416342945351a3f110818f7a4-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/bcdb97f178583ac8f20ceee44bc489d1-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/1d9de10010d3135293cf743f45d2ac0e-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/f8f5740ad132dcc4e77364461aa05274-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/a55c337a64e46cd78fae8a2aec8c6a14-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/0efc45815439d4bd4cfad6a1cd477232-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/c063ee4a7c2729edcb25eb76c43ec27e-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/31f5f9e60a85de95f0bec9915287827a-p_e.jpg'}]",True,SINGLE_FAMILY,7492.32,"1122 NW Rice St NW, Atlanta, GA 30318",/homedetails/1122-NW-Rice-St-NW-Atlanta-GA-30318/446746998_zpid/,,,869800.0,10,,874900,4,-84.42741,False,33.78577,FOR_SALE,446746998,{'is_newHome': True},,,https://photos.zillowstatic.com/fp/b42257bdb5da9b7ff90e66a6b8e713e2-p_e.jpg,sqft,USA,USD,2501.0,True,BUILDER_SPEC,
